"","name","id","name_type","class","mass","fall","year","lat","long","geolocation","housenumber","street","city","state","zip","country"
"431","Kagarlyk",12227,"Valid","L6",1900,"Fell",1908,49.86667,30.83333,"(49.86667, 30.83333)","22","<U+041D><U+0435><U+0437><U+0430><U+043B><U+0435><U+0436><U+043D><U+043E><U+0441><U+0442><U+0456> <U+0432><U+0443><U+043B><U+0438><U+0446><U+044F>","Kaharlyk","Kyiv Oblast","09200","Ukraine"
"432","Kaidun",12228,"Valid","CR2",2000,"Fell",1980,15,48.3,"(15.0, 48.3)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"433","Kainsaz",12229,"Valid","CO3.2",2e+05,"Fell",1937,55.43333,53.25,"(55.43333, 53.25)","House Number Not Found","Street Not Found","City Not Found","Tatarstan","423972","Russia"
"434","Kakangari",12230,"Valid","K3",350,"Fell",1890,12.38333,78.51667,"(12.38333, 78.51667)","House Number Not Found","Street Not Found","City Not Found","Tamil Nadu","Postcode Not Found","India"
"435","Kakowa",12231,"Valid","L6",577,"Fell",1858,45.13333,21.66667,"(45.13333, 21.66667)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"436","Kalaba",12232,"Valid","H4",950,"Fell",1951,-6.83333,29.5,"(-6.83333, 29.5)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"437","Kalumbi",12236,"Valid","L6",4500,"Fell",1879,17.83333,73.98333,"(17.83333, 73.98333)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"438","Kamalpur",12238,"Valid","L6",2770,"Fell",1942,26.03333,81.46667,"(26.03333, 81.46667)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"439","Kamiomi",12240,"Valid","H5",448,"Fell",1913,36.04167,139.95667,"(36.04167, 139.95667)","House Number Not Found","Street Not Found","Joso","Ibaraki Prefecture","3002521","Japan"
"440","Kamsagar",12241,"Valid","L6",1293,"Fell",1902,14.18333,75.8,"(14.18333, 75.8)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"441","Kandahar (Afghanistan)",12243,"Valid","L6",299,"Fell",1959,31.6,65.78333,"(31.6, 65.78333)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"442","Kangean",12245,"Valid","H5",1630,"Fell",1908,-7,115.5,"(-7.0, 115.5)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"443","Kangra Valley",12246,"Valid","H5",400,"Fell",1897,32.08333,76.3,"(32.08333, 76.3)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"444","Kapoeta",12251,"Valid","Howardite",11355,"Fell",1942,4.7,33.63333,"(4.7, 33.63333)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"445","Kaprada",47357,"Valid","L5/6",1600,"Fell",2004,20.33916,73.22329,"(20.33916, 73.22329)","House Number Not Found","Street Not Found","City Not Found","Gujarat","Postcode Not Found","India"
"446","Kaptal-Aryk",12253,"Valid","L6",3500,"Fell",1937,42.45,73.36667,"(42.45, 73.36667)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"447","Karakol",12256,"Valid","LL6",3000,"Fell",1840,47.21667,81.01667,"(47.21667, 81.01667)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"448","Karatu",12258,"Valid","LL6",2220,"Fell",1963,-3.5,35.58333,"(-3.5, 35.58333)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"449","Karewar",12260,"Valid","L6",180,"Fell",1949,12.9,7.15,"(12.9, 7.15)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"450","Karkh",12262,"Valid","L6",22000,"Fell",1905,27.8,67.16667,"(27.8, 67.16667)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"451","Karloowala",12263,"Valid","L6",2950,"Fell",1955,31.58333,71.6,"(31.58333, 71.6)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"452","Karoonda",12264,"Valid","CK4",41730,"Fell",1930,-35.08333,139.91667,"(-35.08333, 139.91667)","House Number Not Found","Karoonda Highway","Alawoona","South Australia","5311","Australia"
"453","Kasamatsu",12266,"Valid","H",710,"Fell",1938,35.36667,136.76667,"(35.36667, 136.76667)","House Number Not Found","sato-komaki-kitagata-kounan line","Ichinomiya","Aichi Prefecture","501-6181","Japan"
"454","Kasauli",30740,"Valid","H4",16820,"Fell",2003,29.58333,77.58333,"(29.58333, 77.58333)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"455","Katagum",35465,"Valid","L6",1500,"Fell",1999,11.33333,10.08333,"(11.33333, 10.08333)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"456","Kavarpura",47351,"Valid","Iron, IIE-an",6800,"Fell",2006,25.14333,75.81333,"(25.14333, 75.81333)","House Number Not Found","Street Not Found","Kota","Rajasthan","324001","India"
"457","Kayakent",12268,"Valid","Iron, IIIAB",85000,"Fell",1961,39.26333,31.78,"(39.26333, 31.78)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"458","Kediri",12270,"Valid","L4",3300,"Fell",1940,-7.75,112.01667,"(-7.75, 112.01667)","House Number Not Found","Street Not Found","City Not Found","East Java","64151","Indonesia"
"459","Kemer",53654,"Valid","L4",5760,"Fell",2008,36.54194,29.41822,"(36.54194, 29.41822)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"460","Kendleton",12275,"Valid","L4",6937,"Fell",1939,29.45,-96,"(29.45, -96.0)","House Number Not Found","Street Not Found","Kendleton","Texas","77451","United States of America"
"461","Kendrapara",12276,"Valid","H4-5",6669.2,"Fell",2003,20.4625,86.70278,"(20.4625, 86.70278)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"462","Kerilis",12282,"Valid","H5",5000,"Fell",1874,48.4,-3.3,"(48.4, -3.3)","House Number Not Found","Street Not Found","Maël-Pestivien","Brittany","22160","France"
"463","Kernouve",12284,"Valid","H6",80000,"Fell",1869,48.11667,-3.08333,"(48.11667, -3.08333)","House Number Not Found","Street Not Found","City Not Found","Brittany","Postcode Not Found","France"
"464","Kesen",12286,"Valid","H4",135000,"Fell",1850,38.98333,141.61667,"(38.98333, 141.61667)","House Number Not Found","national route 45","Rikuzen Takata","Iwate Prefecture","029-2205","Japan"
"465","Khairpur",12288,"Valid","EL6",13600,"Fell",1873,29.53333,72.3,"(29.53333, 72.3)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"466","Khanpur",12289,"Valid","LL5",3698,"Fell",1932,25.55,83.11667,"(25.55, 83.11667)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"467","Kharkov",12291,"Valid","L6",1500,"Fell",1787,50.625,35.075,"(50.625, 35.075)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"468","Kheragur",12294,"Valid","L6",450,"Fell",1860,26.95,77.88333,"(26.95, 77.88333)","House Number Not Found","Street Not Found","Nagla Brahman","Uttar Pradesh","Postcode Not Found","India"
"469","Khetri",12296,"Valid","H6",100,"Fell",1867,28.01667,75.81667,"(28.01667, 75.81667)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"470","Khmelevka",12297,"Valid","L5",6109,"Fell",1929,56.75,75.33333,"(56.75, 75.33333)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"471","Khohar",12298,"Valid","L3.6",9700,"Fell",1910,25.1,81.53333,"(25.1, 81.53333)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"472","Khor Temiki",12299,"Valid","Aubrite",3200,"Fell",1932,16,36,"(16.0, 36.0)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"473","Kidairat",12300,"Valid","H6",1e+05,"Fell",1983,14,28,"(14.0, 28.0)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"474","Kiel",12301,"Valid","L6",737.6,"Fell",1962,54.4,10.15,"(54.4, 10.15)","49","Buschblick","Kiel","Schleswig-Holstein","24159","Germany"
"475","Kiffa",12303,"Valid","H5",1500,"Fell",1970,16.58333,-11.33333,"(16.58333, -11.33333)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"476","Kijima (1906)",12305,"Valid","Stone-uncl",331,"Fell",1906,36.85,138.38333,"(36.85, 138.38333)","House Number Not Found","national route 403","Iiyama","Nagano Prefecture","389-2352","Japan"
"477","Kikino",12306,"Valid","H6",195,"Fell",1809,55,34,"(55.0, 34.0)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"478","Kilabo",12307,"Valid","LL6",19000,"Fell",2002,12.76667,9.8,"(12.76667, 9.8)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"479","Kilbourn",12308,"Valid","H5",772,"Fell",1911,43.58333,-89.6,"(43.58333, -89.6)","House Number Not Found","Street Not Found","Lewiston","Wisconsin","Postcode Not Found","United States of America"
"480","Killeter",12309,"Valid","H6",140,"Fell",1844,54.66667,-7.66667,"(54.66667, -7.66667)","House Number Not Found","Street Not Found","Killeter","Northern Ireland","Postcode Not Found","United Kingdom"
"481","Kingai",12316,"Valid","H6",67.4,"Fell",1967,11.63333,24.68333,"(11.63333, 24.68333)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"482","Kirbyville",12321,"Valid","Eucrite-mmict",97.7,"Fell",1906,30.75,-95.95,"(30.75, -95.95)","House Number Not Found","Street Not Found","City Not Found","Texas","77831","United States of America"
"483","Kisvarsány",12325,"Valid","L6",1550,"Fell",1914,48.16667,22.30833,"(48.16667, 22.30833)","House Number Not Found","Street Not Found","Kisvarsány","Great Plain and North","4811","Hungary"
"484","Kitchener",12326,"Valid","L6",202.6,"Fell",1998,43.38333,-80.38333,"(43.38333, -80.38333)","House Number Not Found","Street Not Found","City of Cambridge","Ontario","N3H 4R8","Canada"
"485","Klein-Wenden",12332,"Valid","H6",3250,"Fell",1843,51.6,10.8,"(51.6, 10.8)","House Number Not Found","Street Not Found","Harztor","Thuringia","99768","Germany"
"486","Knyahinya",12335,"Valid","L/LL5",5e+05,"Fell",1866,48.9,22.4,"(48.9, 22.4)","House Number Not Found","Street Not Found","District of Snina","Region of Prešov","Postcode Not Found","Slovakia"
"487","Kobe",12336,"Valid","CK4",136,"Fell",1999,34.73333,135.16667,"(34.73333, 135.16667)","House Number Not Found","Arima-kaido","Kobe","Hyogo Prefecture","651-1112","Japan"
"488","Kokubunji",12342,"Valid","L6",11510,"Fell",1986,34.3,133.95,"(34.3, 133.95)","House Number Not Found","Street Not Found","Takamatsu","Kagawa Prefecture","769-0101","Japan"
"489","Komagome",12343,"Valid","Iron",238,"Fell",1926,35.73333,139.75,"(35.73333, 139.75)","House Number Not Found","Komagome Ginza-dori","Kita","Tokyo","114-0015","Japan"
"490","Konovo",12344,"Valid","LL5",90,"Fell",1931,42.51667,26.16667,"(42.51667, 26.16667)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Bulgaria"
"491","Košice",53810,"Valid","H5",4300,"Fell",2010,48.76367,21.17633,"(48.76367, 21.17633)","House Number Not Found","Street Not Found","District of Košice I","Region of Košice","04412","Slovakia"
"492","Krähenberg",12353,"Valid","LL5",16500,"Fell",1869,49.32694,7.46472,"(49.32694, 7.46472)","House Number Not Found","Street Not Found","Krähenberg","Rhineland-Palatinate","66894","Germany"
"493","Krasnoi-Ugol",12355,"Valid","L6",2440,"Fell",1829,54.03333,40.9,"(54.03333, 40.9)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"494","Krasnyi Klyuch",12357,"Valid","H5",4000,"Fell",1946,54.33333,56.08333,"(54.33333, 56.08333)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"495","Krutikha",12363,"Valid","OC",845.2,"Fell",1906,56.8,77,"(56.8, 77.0)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"496","Krymka",12364,"Valid","LL3.2",50000,"Fell",1946,47.83333,30.76667,"(47.83333, 30.76667)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"497","Kukschin",12368,"Valid","L6",2250,"Fell",1938,51.15,31.7,"(51.15, 31.7)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"498","Kulak",12369,"Valid","L5",453.6,"Fell",1961,30.73111,66.80222,"(30.73111, 66.80222)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"499","Kuleschovka",12370,"Valid","L6",6000,"Fell",1811,50.75,33.5,"(50.75, 33.5)","House Number Not Found","Street Not Found","Romny","Sumy Oblast","42000-42019","Ukraine"
"500","Kulp",12373,"Valid","H6",3719,"Fell",1906,41.11667,45,"(41.11667, 45.0)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"501","Kunashak",12377,"Valid","L6",2e+05,"Fell",1949,55.78333,61.36667,"(55.78333, 61.36667)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"502","Kunya-Urgench",12379,"Valid","H5",1100000,"Fell",1998,42.25,59.2,"(42.25, 59.2)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"503","Kushiike",12381,"Valid","OC",4460,"Fell",1920,37.05,138.38333,"(37.05, 138.38333)","House Number Not Found","Street Not Found","Joetsu","Niigata Prefecture","Postcode Not Found","Japan"
"504","Kusiali",12382,"Valid","L6",5,"Fell",1860,29.68333,78.38333,"(29.68333, 78.38333)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"505","Kutais",12383,"Valid","H5",23,"Fell",1977,44.51667,39.3,"(44.51667, 39.3)","1","Klubnaya Street","Kutais","Krasnodar Krai","353271","Russia"
"506","Kuttippuram",12384,"Valid","L6",45000,"Fell",1914,10.83333,76.03333,"(10.83333, 76.03333)","House Number Not Found","Street Not Found","City Not Found","Kerala","679554","India"
"507","Kuznetzovo",12385,"Valid","L6",4047,"Fell",1932,55.2,75.33333,"(55.2, 75.33333)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"508","Kyushu",12390,"Valid","L6",45000,"Fell",1886,32.03333,130.63333,"(32.03333, 130.63333)","House Number Not Found","National Route 268","Isa","Kagoshima Prefecture","Postcode Not Found","Japan"
"509","La Bécasse",12392,"Valid","L6",2800,"Fell",1879,47.08333,1.75,"(47.08333, 1.75)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"510","La Charca",12394,"Valid","OC",399,"Fell",1878,20.66667,-101.28333,"(20.66667, -101.28333)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"511","La Colina",12395,"Valid","H5",2000,"Fell",1924,-37.33333,-61.53333,"(-37.33333, -61.53333)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"512","La Criolla",12396,"Valid","L6",45000,"Fell",1985,-31.23333,-58.16667,"(-31.23333, -58.16667)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"513","Laborel",12408,"Valid","H5",3833,"Fell",1871,44.28333,5.58333,"(44.28333, 5.58333)","House Number Not Found","Street Not Found","Laborel","Auvergne-Rhône-Alpes","26560","France"
"514","Lahrauli",12433,"Valid","Ureilite",900,"Fell",1955,26.78333,82.71667,"(26.78333, 82.71667)","House Number Not Found","Street Not Found","Basti","Uttar Pradesh","272001","India"
"515","L'Aigle",12434,"Valid","L6",37000,"Fell",1803,48.76667,0.63333,"(48.76667, 0.63333)","House Number Not Found","Rue du Parc","L'Aigle","Normandy","61300","France"
"516","Lakangaon",12435,"Valid","Eucrite-mmict",212.5,"Fell",1910,21.86667,76.03333,"(21.86667, 76.03333)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
